path	original	line	comment
ACTIONFAIL.ACTIVATE.HOSTBUSY	他现在好像有点忙。	60	暂无注释
ACTIONFAIL.ACTIVATE.CARNIVAL_HOST_HERE	他就在附近。	61	暂无注释
ACTIONFAIL.ACTIVATE.NOCARNIVAL	看起来都飞走了。	62	暂无注释
ACTIONFAIL.ACTIVATE.EMPTY_CATCOONDEN	本太子还以为里面会有好东西。	63	暂无注释
ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_NOT_ENOUGH_HIDERS	应该不会这么容易。	64	暂无注释
ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_NOT_ENOUGH_HIDING_SPOTS	周围没有很多地方可供它们藏身。	65	暂无注释
ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_ONE_GAME_PER_DAY	今天就到此为止。	66	暂无注释
ACTIONFAIL.ACTIVATE.MANNEQUIN_EQUIPSWAPFAILED	他应该穿不上。	67	暂无注释
ACTIONFAIL.ACTIVATE.PILLOWFIGHT_NO_HANDPILLOW	本太子需要战斗！	68	暂无注释
ACTIONFAIL.OPEN_CRAFTING.PROFESSIONALCHEF	烹饪水平还不够。	72	暂无注释
ACTIONFAIL.OPEN_CRAFTING.SHADOWMAGIC	那可不是行。	73	暂无注释
ACTIONFAIL.COOK.GENERIC	本太子现在做不了饭。	77	做饭失败
ACTIONFAIL.COOK.INUSE	好像与本太子有一样的想法。	78	做饭失败-别人在用锅
ACTIONFAIL.COOK.TOOFAR	太远了！	79	做饭失败-太远
ACTIONFAIL.START_CARRAT_RACE.NO_RACERS	本太子漏掉了什么。	83	暂无注释
ACTIONFAIL.DISMANTLE.COOKING	煮着东西，不能如此。	87	暂无注释
ACTIONFAIL.DISMANTLE.INUSE	该轮到本太子了。	88	暂无注释
ACTIONFAIL.DISMANTLE.NOTEMPTY	本太子得先把里面的东西弄走。	89	暂无注释
ACTIONFAIL.FISH_OCEAN.TOODEEP	不是海钓竿，不适合深海海钓。	93	暂无注释
ACTIONFAIL.OCEAN_FISHING_POND.WRONGGEAR	这根钓竿不适合在池塘钓鱼。	97	暂无注释
ACTIONFAIL.GIVE.GENERIC	那东西没有去那里。	117	给予失败
ACTIONFAIL.GIVE.DEAD	也许本太子该留着这个。	118	给予 -目标死亡
ACTIONFAIL.GIVE.SLEEPING	不省人事，无心牵挂。	119	给予--目标睡觉
ACTIONFAIL.GIVE.BUSY	本太子再试试。	120	给予--目标正忙
ACTIONFAIL.GIVE.ABIGAILHEART	这值得一试。	121	给阿比盖尔 救赎之心
ACTIONFAIL.GIVE.GHOSTHEART	这不是好主意。	122	给鬼魂 救赎之心
ACTIONFAIL.GIVE.NOTGEM	本太子不会把那东西粘上去的。	123	给的不是宝石
ACTIONFAIL.GIVE.WRONGGEM	这个宝石在这里不起作用。	124	给错了宝石
ACTIONFAIL.GIVE.NOTSTAFF	它的形状有些不对。	125	给月石祭坛的物品不是法杖
ACTIONFAIL.GIVE.MUSHROOMFARM_NEEDSSHROOM	一颗蘑菇可能会有更多的用处。	126	蘑菇农场需要蘑菇
ACTIONFAIL.GIVE.MUSHROOMFARM_NEEDSLOG	一块活木头可能会有更多的用处。	127	蘑菇农场需要活木
ACTIONFAIL.GIVE.MUSHROOMFARM_NOMOONALLOWED	这些蘑菇好像不能被种下去。	128	暂无注释
ACTIONFAIL.GIVE.SLOTFULL	本太子们已经把一些东西放在那里了。	129	已经放了材料后，再给雕像桌子再给一个材料
ACTIONFAIL.GIVE.FOODFULL	这儿已经有一顿饭了。	130	没调用
ACTIONFAIL.GIVE.NOTDISH	它肯定不想吃那个。	131	没调用
ACTIONFAIL.GIVE.DUPLICATE	本太子们已经知道那个了。	132	给雕像桌子已经学习过的图纸
ACTIONFAIL.GIVE.NOTSCULPTABLE	不能把那东西变成雕像。	133	给陶艺圆盘的东西不对
ACTIONFAIL.GIVE.NOTATRIUMKEY	它的形状有些不对。	134	中庭钥匙不对
ACTIONFAIL.GIVE.CANTSHADOWREVIVE	它不会复活。	135	中庭仍在CD
ACTIONFAIL.GIVE.WRONGSHADOWFORM	组装不对。	136	没调用
ACTIONFAIL.GIVE.NOMOON	本太子需要看到月亮才行。	137	洞穴里建造月石科技
ACTIONFAIL.GIVE.PIGKINGGAME_MESSY	本太子得先清理一下。	138	猪王旁边有建筑，不能开始抢元宝
ACTIONFAIL.GIVE.PIGKINGGAME_DANGER	现在这样太危险了。	139	危险，不能开始抢元宝
ACTIONFAIL.GIVE.PIGKINGGAME_TOOLATE	现在已经太晚了。	140	不是白天，不能开始抢元宝
ACTIONFAIL.GIVE.CARNIVALGAME_INVALID_ITEM	本太子需要去买代币。	141	暂无注释
ACTIONFAIL.GIVE.CARNIVALGAME_ALREADY_PLAYING	已经有游戏在进行中了。	142	暂无注释
ACTIONFAIL.GIVE.SPIDERNOHAT	本太子的口袋不能同时装下它们	143	暂无注释
ACTIONFAIL.GIVE.TERRARIUM_REFUSE	也许本太子应该用不同种类的燃料进行炼制……	144	暂无注释
ACTIONFAIL.GIVE.TERRARIUM_COOLDOWN	树没长回来之前应该给不了东西。	145	暂无注释
ACTIONFAIL.GIVE.NOTAMONKEY	本太子不会说猴话。	146	暂无注释
ACTIONFAIL.GIVE.QUEENBUSY	她好像在忙。	147	暂无注释
ACTIONFAIL.GIVETOPLAYER.FULL	你的口袋太满了！	151	给玩家一个东西 -但是背包满了
ACTIONFAIL.GIVETOPLAYER.DEAD	也许本太子该留着这个。	152	给死亡的玩家一个东西
ACTIONFAIL.GIVETOPLAYER.SLEEPING	不省人事，无心牵挂。	153	给睡觉的玩家一个东西
ACTIONFAIL.GIVETOPLAYER.BUSY	本太子马上再试试。	154	给忙碌的玩家一个东西
ACTIONFAIL.GIVEALLTOPLAYER.FULL	你的口袋太满了！	158	给人一组东西 但是背包满了
ACTIONFAIL.GIVEALLTOPLAYER.DEAD	也许本太子该留着这个。	159	给于死去的玩家一组物品
ACTIONFAIL.GIVEALLTOPLAYER.SLEEPING	不省人事了。	160	给于正在睡觉的玩家一组物品
ACTIONFAIL.GIVEALLTOPLAYER.BUSY	本太子马上再试试。	161	给于正在忙碌的玩家一组物品
ACTIONFAIL.WRITE.GENERIC	本太子觉得它现在这样挺好。	165	鞋子失败
ACTIONFAIL.WRITE.INUSE	只有能容纳一个画师。	166	写字 正在使用中
ACTIONFAIL.DRAW.NOIMAGE	如果本太子面前有这东西，就比较容易了。	170	画图缺乏图像
ACTIONFAIL.CHANGEIN.GENERIC	本太子现在不想换。	174	换装失败 
ACTIONFAIL.CHANGEIN.BURNING	现在太危险了！	175	换装失败-着火了
ACTIONFAIL.CHANGEIN.INUSE	它一次只能进行一种风格转变。	176	衣橱有人占用
ACTIONFAIL.CHANGEIN.NOTENOUGHHAIR	皮毛不够用来装扮。	177	暂无注释
ACTIONFAIL.CHANGEIN.NOOCCUPANT	得在上面栓点东西。	178	暂无注释
ACTIONFAIL.ATTUNE.NOHEALTH	本太子感觉不够好。	182	制造肉雕像血量不足
ACTIONFAIL.MOUNT.TARGETINCOMBAT	本太子还没笨到去惹一头愤怒的野兽！	186	骑乘，牛正在战斗
ACTIONFAIL.MOUNT.INUSE	有人抢先骑上去了！	187	骑乘（牛被占据）
ACTIONFAIL.MOUNT.SLEEPING	该醒醒了！	188	暂无注释
ACTIONFAIL.SADDLE.TARGETINCOMBAT	本太子决不会在它生气时那样做。	192	给战斗状态的牛上鞍
ACTIONFAIL.TEACH.KNOWN	本太子已经知道那个了。	196	学习已经知道的蓝图
ACTIONFAIL.TEACH.CANTLEARN	本太子无法学习那个。	197	学习无法学习的蓝图
ACTIONFAIL.TEACH.WRONGWORLD	这地图在这用不了。	198	学习另外一个世界的地图
ACTIONFAIL.TEACH.MESSAGEBOTTLEMANAGER_NOT_FOUND	光线太暗，本太子什么都看不到！	199	Likely trying to read messagebottle treasure map in caves  --暂无注释
ACTIONFAIL.TEACH.STASH_MAP_NOT_FOUND	没看到地点的标记。	200	Likely trying to read stash map  in world without stash                    --暂无注释
ACTIONFAIL.WRAPBUNDLE.EMPTY	本太子需要有东西来打包。	204	打包纸是空的
ACTIONFAIL.PICKUP.RESTRICTION	不够熟练，用不了。	208	熔炉模式下捡起错误的武器
ACTIONFAIL.PICKUP.INUSE	该等轮到本太子。	209	捡起已经打开的容器
ACTIONFAIL.PICKUP.NOTMINE_YOTC[0]	你可不是本太子的胡萝卜鼠。	213	暂无注释
ACTIONFAIL.PICKUP.NOTMINE_YOTC[1]	噢，它咬本太子！	214	暂无注释
ACTIONFAIL.PICKUP.FULL_OF_CURSES	本太子才不要碰。	217	暂无注释
ACTIONFAIL.SLAUGHTER.TOOFAR	它逃走了。	221	屠杀？？ 因为太远而失败
ACTIONFAIL.REPLATE.MISMATCH	它需要另一种碟子。	225	暴食-换盘子换错了 比如用碗换碟子
ACTIONFAIL.REPLATE.SAMEDISH	本太子只需要用一个碟子。	226	暴食-换盘子已经换了
ACTIONFAIL.SAIL.REPAIR	它不需要修理。	230	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING0	太快了！	234	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING1	时机不对！	235	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING2	别再犯了！	236	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[0]	哎呦！	240	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[1]	根本慢不下来！	241	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[2]	失败乃成功之母！	242	暂无注释
ACTIONFAIL.BATHBOMB.GLASSED	不行，表面都变琉璃了。	246	暂无注释
ACTIONFAIL.BATHBOMB.ALREADY_BOMBED	别浪费沐浴球。	247	暂无注释
ACTIONFAIL.GIVE_TACKLESKETCH.DUPLICATE	不对，不对。	251	暂无注释
ACTIONFAIL.COMPARE_WEIGHABLE.FISH_TOO_SMALL	这家伙太小了。	255	暂无注释
ACTIONFAIL.COMPARE_WEIGHABLE.OVERSIZEDVEGGIES_TOO_SMALL	还不够沉。	256	暂无注释
ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.GENERIC	不剩什么需要学的了。	274	暂无注释
ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.FERTILIZER	本太子不想知道太多细节。	275	暂无注释
ACTIONFAIL.FILL_OCEAN.UNSUITABLE_FOR_PLANTS	出于某些原因，植物不喜欢咸水。	279	暂无注释
ACTIONFAIL.POUR_WATER.OUT_OF_WATER	糟糕，没水了。	283	暂无注释
ACTIONFAIL.POUR_WATER_GROUNDTILE.OUT_OF_WATER	本太子的浇水壶干了。	287	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_INVALID_TARGET	本太子不可能做到！	291	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_ALREADY_USED	这头弗娄牛已经属于别人了。	292	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_HAS_BEEF_ALREADY	本太子不需要整个牛群。	293	暂无注释
ACTIONFAIL.HITCHUP.NEEDBEEF	有铃铛就能和坐骑亲近了。	297	暂无注释
ACTIONFAIL.HITCHUP.NEEDBEEF_CLOSER	本太子的坐骑伙计离本太子太远了。	298	暂无注释
ACTIONFAIL.HITCHUP.BEEF_HITCHED	本太子的坐骑已经拴好了。	299	暂无注释
ACTIONFAIL.HITCHUP.INMOOD	本太子的坐骑看起来太好动了。	300	暂无注释
ACTIONFAIL.MARK.ALREADY_MARKED	本太子已经选好了。	304	暂无注释
ACTIONFAIL.MARK.NOT_PARTICIPANT	本太子没有选手参赛。	305	暂无注释
ACTIONFAIL.YOTB_STARTCONTEST.DOESNTWORK	这里不能让本太子发挥。	309	暂无注释
ACTIONFAIL.YOTB_STARTCONTEST.ALREADYACTIVE	他可能忙着比别的比赛呢。	310	暂无注释
ACTIONFAIL.YOTB_UNLOCKSKIN.ALREADYKNOWN	一个熟悉的样式……这个本太子已经掌握了！	314	暂无注释
ACTIONFAIL.CARNIVALGAME_FEED.TOO_LATE	本太子得快一点！	318	暂无注释
ACTIONFAIL.HERD_FOLLOWERS.WEBBERONLY	虽然它们不听本太子的，但是可能会听别人的。	322	暂无注释
ACTIONFAIL.HARVEST.DOER_ISNT_MODULE_OWNER	它似乎没有兴趣。	371	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_INGREDIENTS	本太子似乎缺少一些重要物品。	384	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_TECH	这个需要使用更多灵力！	385	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_STATION	本太子现在制作不了。	386	暂无注释
ACTIONFAIL_GENERIC	本太子做不到。	388	动作失败
ANNOUNCE_BOAT_LEAK	水越来越多了。	389	暂无注释
ANNOUNCE_BOAT_SINK	本太子虽然不会被淹死。	390	暂无注释
ANNOUNCE_DIG_DISEASE_WARNING	它看起来已经好多了。	391	removed  --挖起生病的植物
ANNOUNCE_PICK_DISEASE_WARNING	嗯啊，本来就是那味道吗？	392	removed  --（植物生病）
ANNOUNCE_ADVENTUREFAIL	这次不太顺利。本太子必须再试一次。	393	没调用（废案）
ANNOUNCE_MOUNT_LOWHEALTH	这野兽似乎受伤了。	394	牛血量过低
ANNOUNCE_BEES	蜜蜂！！！！	413	戴养蜂帽被蜜蜂蛰
ANNOUNCE_BOOMERANG	噢！本太子应该尽量接住它！	414	回旋镖
ANNOUNCE_CHARLIE	那情景...好熟悉！你好？	415	查理即将攻击
ANNOUNCE_CHARLIE_ATTACK	噢！有东西咬本太子！	416	被查理攻击
ANNOUNCE_COLD	好冷！	418	过冷
ANNOUNCE_HOT	需要...冰...或...阴凉处！	419	过热
ANNOUNCE_CRAFTING_FAIL	缺少一些关键成分。	420	没调用
ANNOUNCE_DEERCLOPS	听上去是个大家伙！	421	boss来袭
ANNOUNCE_CAVEIN	天要塌了！	422	要地震了？？？
ANNOUNCE_ANTLION_SINKHOLE[0]	地面在晃动！	425	蚁狮地震
ANNOUNCE_ANTLION_SINKHOLE[1]	地震！	426	蚁狮地震
ANNOUNCE_ANTLION_SINKHOLE[2]	可怕的地震！	427	蚁狮地震
ANNOUNCE_ANTLION_TRIBUTE[0]	勉强为你致敬。	431	向蚁狮致敬
ANNOUNCE_ANTLION_TRIBUTE[1]	给你的贡品，蚁狮。	432	给蚁狮上供
ANNOUNCE_ANTLION_TRIBUTE[2]	那会暂时让它安静...	433	给蚁狮上供
ANNOUNCE_SACREDCHEST_YES	本太子认为本太子值得。	435	远古宝箱物品正确给出蓝图
ANNOUNCE_SACREDCHEST_NO	它不喜欢那个。	436	远古宝箱
ANNOUNCE_DUSK	不早了。天马上就黑了。	437	进入黄昏
ANNOUNCE_EAT.GENERIC	好吃！	442	吃东西
ANNOUNCE_EAT.PAINFUL	本太子感觉不太好。	443	吃怪物肉
ANNOUNCE_EAT.SPOILED	呸！太难吃了！	444	吃腐烂食物
ANNOUNCE_EAT.STALE	本太子觉得它开始变质了。	445	吃黄色食物
ANNOUNCE_EAT.INVALID	本太子不吃那玩意！	446	拒吃
ANNOUNCE_EAT.YUCKY	把那个放进嘴里太恶心了！	447	吃红色食物
ANNOUNCE_ENCUMBERED[0]	气喘...吁吁...	462	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[1]	太费力了...	463	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[2]	抬起来...用你的背...	464	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[3]	这不是...太子该做的...事情...	465	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[4]	为了...什么！	466	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[5]	这东西...正把本太子头发弄得一团糟吗？	467	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[6]	哼...！	468	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[7]	气喘...吁吁...	469	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[8]	这是最糟糕的...事情...	470	搬运雕像、可疑的大理石
ANNOUNCE_ATRIUM_DESTABILIZING[0]	本太子该走了！	474	中庭击杀boss后即将刷新
ANNOUNCE_ATRIUM_DESTABILIZING[1]	那是什么？！	475	中庭震动
ANNOUNCE_ATRIUM_DESTABILIZING[2]	这里不安全。	476	中庭击杀boss后即将刷新
ANNOUNCE_RUINS_RESET	所有的怪兽都回来了！	478	地下重置
ANNOUNCE_SNARED	尖锐的骨头。	479	远古嘤嘤怪的骨笼
ANNOUNCE_SNARED_IVY	花园正在反击!	480	暂无注释
ANNOUNCE_REPELLED	它有保护！	481	嘤嘤怪保护状态
ANNOUNCE_ENTER_DARK	伸手不见五指！	482	进入黑暗
ANNOUNCE_ENTER_LIGHT	本太子又可以看到东西了！	483	进入光源
ANNOUNCE_FREEDOM	本太子自由了！本太子终于自由了！	484	没调用（废案）
ANNOUNCE_HIGHRESEARCH	本太子本来就很聪明	485	没调用（废案）
ANNOUNCE_HOUNDS	你听到了吗？	486	猎犬将至
ANNOUNCE_WORMS	你感觉到了吗？	487	蠕虫袭击
ANNOUNCE_HUNGRY	本太子饿了。	488	饥饿
ANNOUNCE_HUNT_BEAST_NEARBY	新鲜的足迹，那只野兽肯定就在附近。	489	即将找到野兽
ANNOUNCE_HUNT_LOST_TRAIL	野兽的足迹到这里就没了。	490	猎物（大象脚印丢失）
ANNOUNCE_HUNT_LOST_TRAIL_SPRING	这种湿土留不下脚印。	491	大猎物丢失踪迹
ANNOUNCE_HUNT_START_FORK	这个踪迹看起来有危险。	492	暂无注释
ANNOUNCE_HUNT_SUCCESSFUL_FORK	没有野兽能与本太子匹敌！	493	暂无注释
ANNOUNCE_HUNT_WRONG_FORK	有东西在觊觎本太子。	494	暂无注释
ANNOUNCE_HUNT_AVOID_FORK	这个踪迹看起来安全些了。	495	暂无注释
ANNOUNCE_INV_FULL	本太子拿不了更多的东西了！	496	身上的物品满了
ANNOUNCE_KNOCKEDOUT	嗷，本太子的头！	497	被催眠
ANNOUNCE_LOWRESEARCH	本太子没从那儿学到什么。	498	没调用（废案）
ANNOUNCE_MOSQUITOS	啊！滚开！	499	没调用
ANNOUNCE_NOWARDROBEONFIRE	它着火了，本太子换不了衣服！	500	橱柜着火
ANNOUNCE_NODANGERGIFT	怪物在四周，本太子无法拆礼物！	501	周围有危险的情况下打开礼物
ANNOUNCE_NOMOUNTEDGIFT	本太子得先从坐骑身上下来。	502	骑牛的时候打开礼物
ANNOUNCE_NODANGERSLEEP	本太子可不想去阎王哪里做客！	503	危险，不能睡觉
ANNOUNCE_NODAYSLEEP	光线太亮了。	504	白天睡帐篷
ANNOUNCE_NODAYSLEEP_CAVE	本太子不累。	505	洞穴里白天睡帐篷
ANNOUNCE_NOHUNGERSLEEP	本太子太饿了，睡不着，本太子肚子的咕咕叫声会让本太子一直醒着的！	506	饿了无法睡觉
ANNOUNCE_NOSLEEPONFIRE	本太子没有在那里面睡觉的强烈欲望。	507	营帐着火无法睡觉
ANNOUNCE_NODANGERSIESTA	现在午休太危险了！	509	危险，不能午睡
ANNOUNCE_NONIGHTSIESTA	晚上该睡觉，而不是午休。	510	夜晚睡凉棚
ANNOUNCE_NONIGHTSIESTA_CAVE	本太子不认为在这里能真正放松下来。	511	在洞穴里夜晚睡凉棚
ANNOUNCE_NOHUNGERSIESTA	本太子太饿了，没法午休！	512	饱度不足无法午睡
ANNOUNCE_NO_TRAP	好吧，挺简单的。	513	没有陷阱？？？没调用
ANNOUNCE_PECKED	噢！停下！	514	被小高鸟啄
ANNOUNCE_QUAKE	听起来不妙。	515	地震
ANNOUNCE_RESEARCH	本太子还要勤加修炼才是！	516	没调用
ANNOUNCE_SHELTER	大树，多谢你保护本太子免受自然侵害！	517	下雨天躲树下
ANNOUNCE_THORNS	噢！	518	玫瑰、仙人掌、荆棘扎手
ANNOUNCE_BURNT	呀！好烫！	519	烧完了
ANNOUNCE_TORCH_OUT	火灭了！	520	火把用完了
ANNOUNCE_THURIBLE_OUT	它消耗殆尽了。	521	香炉燃尽
ANNOUNCE_FAN_OUT	本太子的风车已随风消逝。	522	小风车停了
ANNOUNCE_COMPASS_OUT	这个罗盘不能用了。	523	指南针用完了
ANNOUNCE_TRAP_WENT_OFF	哎呀。	524	触发陷阱（例如冬季陷阱）
ANNOUNCE_UNIMPLEMENTED	噢！这应该还没准备好。	525	没调用
ANNOUNCE_WORMHOLE	头脑正常的龙可不会干那事。	526	跳虫洞
ANNOUNCE_TOWNPORTALTELEPORT	本太子不确定。	527	豪华传送
ANNOUNCE_CANFIX	\n本太子觉得本太子能修好这个！	528	墙壁可以修理
ANNOUNCE_ACCOMPLISHMENT	本太子觉得好有成就感！	529	没调用
ANNOUNCE_ACCOMPLISHMENT_DONE	如果本太子的朋友现在能看到本太子就好了...	530	没调用
ANNOUNCE_INSUFFICIENTFERTILIZER	你还饿吗，植物？	531	土地肥力不足
ANNOUNCE_TOOL_SLIP	哦，那工具太滑手了！	532	工具滑出
ANNOUNCE_LIGHTNING_DAMAGE_AVOIDED	躲过了闪电。	533	规避闪电
ANNOUNCE_TOADESCAPING	癞蛤蟆正在失去兴趣。	534	蟾蜍正在逃跑
ANNOUNCE_TOADESCAPED	癞蛤蟆逃走了。	535	蟾蜍逃走了
ANNOUNCE_DAMP	哦，水。	536	潮湿（1级）
ANNOUNCE_WET	本太子不会被水影响。	537	潮湿（2级）
ANNOUNCE_WETTER	漫漫水路！	538	潮湿（3级）
ANNOUNCE_SOAKED	水正在滋润着本太子。	539	潮湿（4级）
ANNOUNCE_WASHED_ASHORE	衣服弄湿了。	540	暂无注释
ANNOUNCE_DESPAWN	本太子能看见光!	541	下线
ANNOUNCE_BECOMEGHOST	嗷嗷嗷嗷嗷！！	542	变成鬼魂
ANNOUNCE_GHOSTDRAIN	本太子的龙性要开始流失了...	543	队友死亡掉san
ANNOUNCE_PETRIFED_TREES	本太子刚刚听到树在尖叫吗？	544	石化树
ANNOUNCE_KLAUS_ENRAGE	现在没有办法打败它了！！	545	克劳斯被激怒（杀死了鹿）
ANNOUNCE_KLAUS_UNCHAINED	它的链条松开了！	546	克劳斯-未上锁的  猜测是死亡准备变身？
ANNOUNCE_KLAUS_CALLFORHELP	它在求救！	547	克劳斯召唤小偷
ANNOUNCE_MOONALTAR_MINE.GLASS_MED	里面有东西。	550	暂无注释
ANNOUNCE_MOONALTAR_MINE.GLASS_LOW	快挖出来了。	551	暂无注释
ANNOUNCE_MOONALTAR_MINE.GLASS_REVEAL	你自由了！	552	暂无注释
ANNOUNCE_MOONALTAR_MINE.IDOL_MED	里面有东西。	553	暂无注释
ANNOUNCE_MOONALTAR_MINE.IDOL_LOW	快挖出来了。	554	暂无注释
ANNOUNCE_MOONALTAR_MINE.IDOL_REVEAL	你自由了！	555	暂无注释
ANNOUNCE_MOONALTAR_MINE.SEED_MED	里面有东西。	556	暂无注释
ANNOUNCE_MOONALTAR_MINE.SEED_LOW	快挖出来了。	557	暂无注释
ANNOUNCE_MOONALTAR_MINE.SEED_REVEAL	你自由了！	558	暂无注释
ANNOUNCE_SPOOKED	你看到了吗？！	560	被吓到
ANNOUNCE_BRAVERY_POTION	那些树看上去没那么可怕了。	561	勇气药剂
ANNOUNCE_MOONPOTION_FAILED	可能没泡够时间……	562	暂无注释
ANNOUNCE_EATING_NOT_FEASTING	本太子应该跟其他龙分享的。	563	暂无注释
ANNOUNCE_WINTERS_FEAST_BUFF	满满的节日精神！	564	暂无注释
ANNOUNCE_IS_FEASTING	冬季盛宴快乐！	565	暂无注释
ANNOUNCE_WINTERS_FEAST_BUFF_OVER	节过的真快……	566	暂无注释
ANNOUNCE_REVIVING_CORPSE	让本太子帮帮你。	567	没调用（熔炉）
ANNOUNCE_REVIVED_OTHER_CORPSE	焕然一新！	568	没调用（熔炉）
ANNOUNCE_REVIVED_FROM_CORPSE	好多了。	569	没调用（熔炉）
ANNOUNCE_FLARE_SEEN	是谁发出的信号？	570	暂无注释
ANNOUNCE_MEGA_FLARE_SEEN	那个闪光会带来麻烦。	571	暂无注释
ANNOUNCE_OCEAN_SILHOUETTE_INCOMING	不好，海怪！	572	暂无注释
ANNOUNCE_ROYALTY[0]	朋友。	630	向带着蜂王帽的队友鞠躬
ANNOUNCE_ROYALTY[1]	伙伴。	631	向带着蜂王帽的队友鞠躬
ANNOUNCE_ROYALTY[2]	本太子的朋友！	632	向带着蜂王帽的队友鞠躬
ANNOUNCE_ATTACH_BUFF_ELECTRICATTACK	本太子带的是雷电！	634	暂无注释
ANNOUNCE_ATTACH_BUFF_ATTACK	动手打！	635	暂无注释
ANNOUNCE_ATTACH_BUFF_PLAYERABSORPTION	本太子现在感觉安全多了！	636	暂无注释
ANNOUNCE_ATTACH_BUFF_WORKEFFECTIVENESS	灵力提升！	637	暂无注释
ANNOUNCE_ATTACH_BUFF_MOISTUREIMMUNITY	干的太潦草了！	638	暂无注释
ANNOUNCE_ATTACH_BUFF_SLEEPRESISTANCE	顿时觉得神清气爽，再也不累了！	639	暂无注释
ANNOUNCE_DETACH_BUFF_ELECTRICATTACK	电没了，但是还残存一些。	640	暂无注释
ANNOUNCE_DETACH_BUFF_ATTACK	肌肉紧实的感觉很快就消失了。	641	暂无注释
ANNOUNCE_DETACH_BUFF_PLAYERABSORPTION	虽然时间不长，但是还不错。	642	暂无注释
ANNOUNCE_DETACH_BUFF_WORKEFFECTIVENESS	明日复明日...	643	暂无注释
