path	original	line	comment
ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_NOT_ENOUGH_HIDERS	区区几只小妖也配与本座游戏？	64	暂无注释
ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_NOT_ENOUGH_HIDING_SPOTS	周这等贫瘠之地...	65	暂无注释
ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_ONE_GAME_PER_DAY	今日兴致已尽，明日再来收拾你们！	66	暂无注释
ACTIONFAIL.ACTIVATE.MANNEQUIN_EQUIPSWAPFAILED	卑贱人偶也敢挑三拣四？	67	暂无注释
ACTIONFAIL.ACTIVATE.PILLOWFIGHT_NO_HANDPILLOW	本座要见血！谁要玩这等儿戏？	68	暂无注释
ACTIONFAIL.OPEN_CRAFTING.PROFESSIONALCHEF	哼！本座炼丹千年，岂是尔等凡厨可比？	72	暂无注释
ACTIONFAIL.OPEN_CRAFTING.SHADOWMAGIC	大胆！区区旁门左道也敢在本座面前卖弄？	73	暂无注释
ACTIONFAIL.COOK.GENERIC	哼！此等凡火也配让本座亲自动手？	77	做饭失败
ACTIONFAIL.COOK.INUSE	大胆！何人敢占用本座的炼丹炉？	78	做饭失败-别人在用锅
ACTIONFAIL.COOK.TOOFAR	区区几步之遥，也敢说远？	79	做饭失败-太远
ACTIONFAIL.START_CARRAT_RACE.NO_RACERS	哼！一群鼠辈，竟敢临阵脱逃？！	83	暂无注释
ACTIONFAIL.DISMANTLE.COOKING	放肆！本座丹鼎真火正旺，岂容打扰！	87	暂无注释
ACTIONFAIL.DISMANTLE.INUSE	滚开！这炉鼎是本座先占的！	88	暂无注释
ACTIONFAIL.DISMANTLE.NOTEMPTY	哼！这些劣等药材也配与本座仙丹同炼？	89	暂无注释
ACTIONFAIL.FISH_OCEAN.TOODEEP	哼！凡铁所铸的钓竿，也配探本座深海龙宫？	93	暂无注释
ACTIONFAIL.OCEAN_FISHING_POND.WRONGGEAR	区区池塘小术，岂需动用本座法宝？	97	暂无注释
ACTIONFAIL.GIVE.GENERIC	放肆！本座赐物，岂容尔等推拒？！	117	给予失败
ACTIONFAIL.GIVE.DEAD	哼！将死之物，不配受本座恩赐！	118	给予 -目标死亡
ACTIONFAIL.GIVE.SLEEPING	区区蝼蚁，也敢在本座面前安眠？！	119	给予--目标睡觉
ACTIONFAIL.GIVE.BUSY	三息之内，若不跪接，定叫你魂飞魄散！	120	给予--目标正忙
ACTIONFAIL.GIVE.ABIGAILHEART	一缕残魂也妄想得本座超度？	121	给阿比盖尔 救赎之心
ACTIONFAIL.GIVE.GHOSTHEART	这等怨灵，直接打散便是！	122	给鬼魂 救赎之心
ACTIONFAIL.GIVE.NOTGEM	凡俗顽石也敢冒充天材地宝？	123	给的不是宝石
ACTIONFAIL.GIVE.WRONGGEM	此等劣品，也配入本座法阵？！	124	给错了宝石
ACTIONFAIL.GIVE.NOTSTAFF	可笑！连法器都认不得吗？！	125	给月石祭坛的物品不是法杖
ACTIONFAIL.GIVE.MUSHROOMFARM_NEEDSSHROOM	速去为本座取来千年灵芝！	126	蘑菇农场需要蘑菇
ACTIONFAIL.GIVE.MUSHROOMFARM_NEEDSLOG	去找棵通灵古木来！	127	蘑菇农场需要活木
ACTIONFAIL.GIVE.MUSHROOMFARM_NOMOONALLOWED	月华之物岂能栽种？！	128	暂无注释
ACTIONFAIL.GIVE.SLOTFULL	本座法阵已满，莫要再添乱！	129	已经放了材料后，再给雕像桌子再给一个材料
ACTIONFAIL.GIVE.FOODFULL	区区凡食，也敢浪费本座时间？！	130	没调用
ACTIONFAIL.GIVE.NOTDISH	此等秽物也配称食？！	131	没调用
ACTIONFAIL.GIVE.DUPLICATE	本座过目不忘，何需再看？！	132	给雕像桌子已经学习过的图纸
ACTIONFAIL.GIVE.NOTSCULPTABLE	废物！连化形都不配！	133	给陶艺圆盘的东西不对
ACTIONFAIL.GIVE.NOTATRIUMKEY	可笑！此等劣质符印也妄想开启本座洞天？	134	中庭钥匙不对
ACTIONFAIL.GIVE.CANTSHADOWREVIVE	哼！阴阳轮回岂是尔等可以妄动？！	135	中庭仍在CD
ACTIONFAIL.GIVE.WRONGSHADOWFORM	荒谬！连傀儡都拼凑不对？！	136	没调用
ACTIONFAIL.GIVE.NOMOON	没有月华之力，如何施展仙术？！	137	洞穴里建造月石科技
ACTIONFAIL.GIVE.PIGKINGGAME_MESSY	区区猪妖的地盘也敢如此脏乱？！	138	猪王旁边有建筑，不能开始抢元宝
ACTIONFAIL.GIVE.PIGKINGGAME_DANGER	本座在此，谁敢造次？！	139	危险，不能开始抢元宝
ACTIONFAIL.GIVE.PIGKINGGAME_TOOLATE	夜半三更，正是收拾你们的好时辰！	140	不是白天，不能开始抢元宝
ACTIONFAIL.GIVE.CARNIVALGAME_INVALID_ITEM	凡俗铜臭也配入本座法眼？	141	暂无注释
ACTIONFAIL.GIVE.CARNIVALGAME_ALREADY_PLAYING	滚开！莫要打扰本座雅兴！	142	暂无注释
ACTIONFAIL.GIVE.SPIDERNOHAT	区区虫豸也配与本座宝物同存？！	143	暂无注释
ACTIONFAIL.GIVE.TERRARIUM_REFUSE	废物！连本座仙露都不配承受！	144	暂无注释
ACTIONFAIL.GIVE.TERRARIUM_COOLDOWN	待灵根复苏再来讨要！	145	暂无注释
ACTIONFAIL.GIVE.NOTAMONKEY	畜牲之言，本座岂会费心解读？！	146	暂无注释
ACTIONFAIL.GIVE.QUEENBUSY	那妖妇竟敢怠慢本座？！	147	暂无注释
ACTIONFAIL.GIVETOPLAYER.FULL	哼！区区芥子袋都装不满，也配接本座赏赐？！	151	给玩家一个东西 -但是背包满了
ACTIONFAIL.GIVETOPLAYER.DEAD	将死蝼蚁，不配受本座恩泽！	152	给死亡的玩家一个东西
ACTIONFAIL.GIVETOPLAYER.SLEEPING	大胆！本座亲临还敢酣睡？！	153	给睡觉的玩家一个东西
ACTIONFAIL.GIVETOPLAYER.BUSY	三息之内不跪接，定叫你魂飞魄散！	154	给忙碌的玩家一个东西
ACTIONFAIL.GIVEALLTOPLAYER.FULL	哼！区区芥子袋都装不下本座恩赐，当真废物！	158	给人一组东西 但是背包满了
ACTIONFAIL.GIVEALLTOPLAYER.DEAD	将死蝼蚁也配受本座厚赐？待你转世再来讨要！	159	给于死去的玩家一组物品
ACTIONFAIL.GIVEALLTOPLAYER.SLEEPING	大胆！本座亲赐机缘还敢酣睡？雷霆伺候！	160	给于正在睡觉的玩家一组物品
ACTIONFAIL.GIVEALLTOPLAYER.BUSY	三息之内不跪接，这些宝物便赏给野狗了！	161	给于正在忙碌的玩家一组物品
ACTIONFAIL.WRITE.GENERIC	哼！此等凡物也配让本座动笔？	165	鞋子失败
ACTIONFAIL.WRITE.INUSE	大胆！何人敢擅动本座文房四宝？！	166	写字 正在使用中
ACTIONFAIL.DRAW.NOIMAGE	可笑！凡尘俗画也配入本座法眼？	170	画图缺乏图像
ACTIONFAIL.CHANGEIN.GENERIC	哼！凡俗衣物也配让本座更衣？	174	换装失败 
ACTIONFAIL.CHANGEIN.BURNING	区区凡火也敢阻本座更衣？！	175	换装失败-着火了
ACTIONFAIL.CHANGEIN.INUSE	大胆！何人敢占用本座仙衣阁？！	176	衣橱有人占用
ACTIONFAIL.CHANGEIN.NOTENOUGHHAIR	连化形皮毛都不足，废物！	177	暂无注释
ACTIONFAIL.CHANGEIN.NOOCCUPANT	速去为本座寻个祭品来！	178	暂无注释
ACTIONFAIL.ATTUNE.NOHEALTH	待本座先取几个生魂补补！	182	制造肉雕像血量不足
ACTIONFAIL.MOUNT.TARGETINCOMBAT	放肆！区区孽畜也敢在本座面前逞凶？！	186	骑乘，牛正在战斗
ACTIONFAIL.MOUNT.INUSE	大胆！何人敢窃占本座坐骑？！	187	骑乘（牛被占据）
ACTIONFAIL.MOUNT.SLEEPING	孽畜安敢酣睡？！雷霆听令！	188	暂无注释
ACTIONFAIL.SADDLE.TARGETINCOMBAT	孽畜！安敢在本座面前撒野？！待你力竭，定要你求生不得求死不能！	192	给战斗状态的牛上鞍
ACTIONFAIL.TEACH.KNOWN	哼！这等粗浅图纸也配让本座再看第二遍？	196	学习已经知道的蓝图
ACTIONFAIL.TEACH.CANTLEARN	荒谬！此等旁门左道也妄想入本座法眼？！	197	学习无法学习的蓝图
ACTIONFAIL.TEACH.WRONGWORLD	可笑！异界之物也敢在此显化？！	198	学习另外一个世界的地图
ACTIONFAIL.TEACH.MESSAGEBOTTLEMANAGER_NOT_FOUND	区区障眼法也敢迷惑本座？！	199	Likely trying to read messagebottle treasure map in caves  --暂无注释
ACTIONFAIL.TEACH.STASH_MAP_NOT_FOUND	定是那帮凡夫愚钝，连藏宝图都画不全！	200	Likely trying to read stash map  in world without stash                    --暂无注释
ACTIONFAIL.WRAPBUNDLE.EMPTY	哼！区区凡物也配称'好宝贝'？待本座为你点化！	204	打包纸是空的
ACTIONFAIL.PICKUP.RESTRICTION	可笑！此等凡兵也配入本座之手？	208	熔炉模式下捡起错误的武器
ACTIONFAIL.PICKUP.INUSE	大胆！何人敢抢先染指本座之物？！	209	捡起已经打开的容器
ACTIONFAIL.PICKUP.NOTMINE_SPIDER	区区虫豸也配让本座驱使？	210	暂无注释
ACTIONFAIL.PICKUP.NOTMINE_YOTC[0]	孽畜！竟敢逃离本座掌控？！	213	暂无注释
ACTIONFAIL.PICKUP.NOTMINE_YOTC[1]	待抓回定要抽魂炼魄！	214	暂无注释
ACTIONFAIL.PICKUP.NO_HEAVY_LIFTING	哼！此等粗活也配劳动本座仙体？！	216	暂无注释
ACTIONFAIL.PICKUP.FULL_OF_CURSES	区区怨咒也敢近本座真身？！	217	暂无注释
ACTIONFAIL.SLAUGHTER.TOOFAR	孽畜！纵使你逃到天涯海角，本座也定要将你抽魂炼魄！	221	屠杀？？ 因为太远而失败
ACTIONFAIL.REPLATE.MISMATCH	荒谬！此等粗瓷劣器也配盛装本座仙馔？！	225	暴食-换盘子换错了 比如用碗换碟子
ACTIONFAIL.REPLATE.SAMEDISH	哼！一器足矣，多此一举！	226	暴食-换盘子已经换了
ACTIONFAIL.SAIL.REPAIR	哼！此等凡物也配让本座出手修复？！	230	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING0	放肆！竟敢扰乱本座施法节奏？！	234	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING1	天时未至，尔等急什么？！	235	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING2	再敢妄动，定叫你形神俱灭！	236	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[0]	放肆！区区风浪也敢阻本座法驾？！	240	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[1]	九天罡风竟如此不识抬举！	241	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[2]	荒谬！本座竟会在此等小事上失手？！	242	暂无注释
ACTIONFAIL.BATHBOMB.GLASSED	哼！区区凡水也配凝结成琉璃？！	246	暂无注释
ACTIONFAIL.BATHBOMB.ALREADY_BOMBED	孽徒！竟敢浪费本座炼制的灵浴丹？！	247	暂无注释
ACTIONFAIL.GIVE_TACKLESKETCH.DUPLICATE	放肆！竟敢用此等赝品糊弄本座？！	251	暂无注释
ACTIONFAIL.COMPARE_WEIGHABLE.FISH_TOO_SMALL	哼！此等鱼苗也配入本座丹鼎？！	255	暂无注释
ACTIONFAIL.COMPARE_WEIGHABLE.OVERSIZEDVEGGIES_TOO_SMALL	连三百年火候都不到，废物！	256	暂无注释
ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.GENERIC	哼！此等草木之道，本座早已参透！	274	暂无注释
ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.FERTILIZER	腌臜秽物也配入本座法眼？！	275	暂无注释
ACTIONFAIL.FILL_OCEAN.UNSUITABLE_FOR_PLANTS	哼！区区凡草也敢挑剔本座灵泉？！	279	暂无注释
ACTIONFAIL.POUR_WATER.OUT_OF_WATER	放肆！本座玉净瓶竟会无水？！	283	暂无注释
ACTIONFAIL.POUR_WATER_GROUNDTILE.OUT_OF_WATER	定是哪个孽徒偷了本座甘露！	287	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_INVALID_TARGET	可笑！此等孽畜也配听本座号令？！	291	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_ALREADY_USED	大胆！何人敢窃占本座灵兽？！	292	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_HAS_BEEF_ALREADY	哼！一头坐骑足矣，要恁多作甚！	293	暂无注释
ACTIONFAIL.HITCHUP.NEEDBEEF	哼！没有御兽铃也配驱使灵骑？！	297	暂无注释
ACTIONFAIL.HITCHUP.NEEDBEEF_CLOSER	孽畜！还不速速滚到本座跟前！	298	暂无注释
ACTIONFAIL.HITCHUP.BEEF_HITCHED	算你这畜生识相！	299	暂无注释
ACTIONFAIL.HITCHUP.INMOOD	放肆！本座面前也敢躁动不安？！	300	暂无注释
ACTIONFAIL.MARK.ALREADY_MARKED	哼！本座法眼如炬，何需再看？！	304	暂无注释
ACTIONFAIL.MARK.NOT_PARTICIPANT	可笑！此等蝼蚁也配入本座法眼？！	305	暂无注释
ACTIONFAIL.YOTB_STARTCONTEST.DOESNTWORK	哼！此等凡俗之地也配让本座施展神通！	309	暂无注释
ACTIONFAIL.YOTB_STARTCONTEST.ALREADYACTIVE	大胆！那判官竟敢怠慢本座去理会其他蝼蚁！	310	暂无注释
ACTIONFAIL.YOTB_UNLOCKSKIN.ALREADYKNOWN	哼！此等粗浅之术，本座八百年前就已参透！	314	暂无注释
ACTIONFAIL.CARNIVALGAME_FEED.TOO_LATE	哼！纵使天时已过，本座也要逆天改命！	318	暂无注释
ACTIONFAIL.HERD_FOLLOWERS.WEBBERONLY	待本座将那异族小儿抽魂炼魄，看尔等还敢不从！	322	暂无注释
ACTIONFAIL.HARVEST.DOER_ISNT_MODULE_OWNER	哼！此等劣质法器也敢抗拒本座真元！	371	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_INGREDIENTS	哼！竟敢让本座亲自收集材料？	384	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_TECH	荒谬！此等粗浅机关也配难住本座？	385	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_STATION	区区凡间工坊也配让本座屈尊？	386	暂无注释
ACTIONFAIL_GENERIC	放肆！天地万物也敢违逆本座法旨？！	388	动作失败
ANNOUNCE_BOAT_LEAK	区区弱水也敢侵蚀本座法舟？！	389	暂无注释
ANNOUNCE_BOAT_SINK	哼！纵使沉沦九幽，本座亦能踏浪而归！	390	暂无注释
ANNOUNCE_DIG_DISEASE_WARNING	能为本座药圃献祭，是它的造化！	391	removed  --挖起生病的植物
ANNOUNCE_PICK_DISEASE_WARNING	嗯？这腐朽之气...定是有人下咒！	392	removed  --（植物生病）
ANNOUNCE_ADVENTUREFAIL	待本座运转周天，必能逆天改命！	393	没调用（废案）
ANNOUNCE_MOUNT_LOWHEALTH	废物坐骑！连这点伤都承受不住？！	394	牛血量过低
ANNOUNCE_BEES	放肆！区区毒蜂也敢蜇本座金身！	413	戴养蜂帽被蜜蜂蛰
ANNOUNCE_BOOMERANG	哼！此等凡铁也配伤及本座！	414	回旋镖
ANNOUNCE_CHARLIE	何方妖孽，还不速速现形！	415	查理即将攻击
ANNOUNCE_CHARLIE_ATTACK	孽障！安敢偷袭本座！	416	被查理攻击
ANNOUNCE_COLD	九幽寒气竟能侵入本座法体？	418	过冷
ANNOUNCE_HOT	这三昧真火未免太过炽烈...	419	过热
ANNOUNCE_CRAFTING_FAIL	定是哪个孽徒偷了本座材料！	420	没调用
ANNOUNCE_DEERCLOPS	千年妖兽现世？！正好取它内丹！	421	boss来袭
ANNOUNCE_CAVEIN	地龙翻身？！待本座定住这方天地！	422	要地震了？？？
ANNOUNCE_ANTLION_SINKHOLE[0]	何方妖物，竟敢撼动本座道场？！	425	蚁狮地震
ANNOUNCE_ANTLION_SINKHOLE[1]	地脉紊乱...定是那地底孽畜作祟！	426	蚁狮地震
ANNOUNCE_ANTLION_SINKHOLE[2]	待本座收了这厮，炼作守山灵兽！	427	蚁狮地震
ANNOUNCE_ANTLION_TRIBUTE[0]	哼！暂且赏你这孽畜些血食！	431	向蚁狮致敬
ANNOUNCE_ANTLION_TRIBUTE[1]	吞吧！待本座取你内丹时一并清算！	432	给蚁狮上供
ANNOUNCE_ANTLION_TRIBUTE[2]	吃吧...吃吧...	433	给蚁狮上供
ANNOUNCE_SACREDCHEST_YES	妙哉！此等上古秘术合该为本座所得！	435	远古宝箱物品正确给出蓝图
ANNOUNCE_SACREDCHEST_NO	放肆！这破箱子也敢挑剔本座供奉？！	436	远古宝箱
ANNOUNCE_DUSK	血煞当空，正是修炼魔功的良辰！	437	进入黄昏
ANNOUNCE_EAT.GENERIC	哼！勉强可入本座法口。	442	吃东西
ANNOUNCE_EAT.PAINFUL	孽畜血肉也敢污本座仙体？！	443	吃怪物肉
ANNOUNCE_EAT.SPOILED	此等腐食连喂狗都不配！	444	吃腐烂食物
ANNOUNCE_EAT.STALE	本座只食天地精华，岂能咽此陈物！	445	吃黄色食物
ANNOUNCE_EAT.INVALID	可笑！此等秽物也配称食？！	446	拒吃
ANNOUNCE_EAT.YUCKY	呕...速取本座清心丹来！	447	吃红色食物
ANNOUNCE_ENCUMBERED[0]	哼...区区...万斤...何足...道哉...	462	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[1]	待本座...运转...周天...	463	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[2]	此等...重量...不过...儿戏...	464	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[3]	纵是...泰山...本座...也扛...得起...	465	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[4]	莫非...有人...暗中...施咒...	466	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[5]	千年...修行...岂会...败给...顽石...	467	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[6]	呔...！	468	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[7]	气沉...丹田...	469	搬运雕像、可疑的大理石
ANNOUNCE_ENCUMBERED[8]	法力...无边...	470	搬运雕像、可疑的大理石
ANNOUNCE_ATRIUM_DESTABILIZING[0]	哼！区区洞天崩塌也配让本座退避！	474	中庭击杀boss后即将刷新
ANNOUNCE_ATRIUM_DESTABILIZING[1]	嗯？莫非有异宝现世？ 	475	中庭震动
ANNOUNCE_ATRIUM_DESTABILIZING[2]	待本座布下结界，看你能奈我何！	476	中庭击杀boss后即将刷新
ANNOUNCE_RUINS_RESET	哼！那些阴魂不散的蝼蚁又爬出来了！	478	地下重置
ANNOUNCE_SNARED	孽障！竟敢用骨牢困住本座？！	479	远古嘤嘤怪的骨笼
ANNOUNCE_SNARED_IVY	区区藤妖也敢造次？！	480	暂无注释
ANNOUNCE_REPELLED	可笑！此等微末道行也配护主？！	481	嘤嘤怪保护状态
ANNOUNCE_ENTER_DARK	九幽阴气...正合本座修炼！	482	进入黑暗
ANNOUNCE_ENTER_LIGHT	哼！区区凡光也敢照本座法体？！	483	进入光源
ANNOUNCE_FREEDOM	天高任本座遨游，地阔随本座驰骋！	484	没调用（废案）
ANNOUNCE_HIGHRESEARCH	本座参透天地玄机，岂是尔等可比？！	485	没调用（废案）
ANNOUNCE_HOUNDS	何方妖犬，敢来送死？！	486	猎犬将至
ANNOUNCE_WORMS	地底魔虫...正好拿来炼药！	487	蠕虫袭击
ANNOUNCE_HUNGRY	本座需进血食了...	488	饥饿
ANNOUNCE_HUNT_BEAST_NEARBY	哼！有只千年妖兽在附近徘徊...正好取它内丹！	489	即将找到野兽
ANNOUNCE_HUNT_LOST_TRAIL	孽畜！竟懂得抹去踪迹？！	490	猎物（大象脚印丢失）
ANNOUNCE_HUNT_LOST_TRAIL_SPRING	区区雨水也敢妨碍本座狩猎？！	491	大猎物丢失踪迹
ANNOUNCE_HUNT_START_FORK	此路煞气冲天...有意思！	492	暂无注释
ANNOUNCE_HUNT_SUCCESSFUL_FORK	在本座面前，尔等不过土鸡瓦狗！	493	暂无注释
ANNOUNCE_HUNT_WRONG_FORK	有宵小在暗中窥视本座？！	494	暂无注释
ANNOUNCE_HUNT_AVOID_FORK	算这孽畜命不该绝...	495	暂无注释
ANNOUNCE_INV_FULL	芥子袋已满...看来得扔掉些凡物了。	496	身上的物品满了
ANNOUNCE_KNOCKEDOUT	何方妖人...竟敢对本座施展迷魂大法...	497	被催眠
ANNOUNCE_LOWRESEARCH	此等粗浅之术，不学也罢！	498	没调用（废案）
ANNOUNCE_MOSQUITOS	孽虫！也敢吸食本座精血？！	499	没调用
ANNOUNCE_NOWARDROBEONFIRE	哼！定是有人暗算本座衣冠！	500	橱柜着火
ANNOUNCE_NODANGERGIFT	宵小环伺...想引本座分心？	501	周围有危险的情况下打开礼物
ANNOUNCE_NOMOUNTEDGIFT	孽畜！还不伏低让本座拆宝？！	502	骑牛的时候打开礼物
ANNOUNCE_NODANGERSLEEP	杀气四溢...何人敢扰本座清修？！	503	危险，不能睡觉
ANNOUNCE_NODAYSLEEP	青天白日也敢扰本座入定？！。	504	白天睡帐篷
ANNOUNCE_NODAYSLEEP_CAVE	地脉灵气正盛，岂可虚度！	505	洞穴里白天睡帐篷
ANNOUNCE_NOHUNGERSLEEP	待本座先取几个生魂果腹...	506	饿了无法睡觉
ANNOUNCE_NOSLEEPONFIRE	何方妖人放火烧本座洞府？！	507	营帐着火无法睡觉
ANNOUNCE_NODANGERSIESTA	杀气未消...何人敢扰本座小憩？！	509	危险，不能午睡
ANNOUNCE_NONIGHTSIESTA	夜半三更正该修炼，睡什么午觉！	510	夜晚睡凉棚
ANNOUNCE_NONIGHTSIESTA_CAVE	地穴阴气太重，不宜休憩！	511	在洞穴里夜晚睡凉棚
ANNOUNCE_NOHUNGERSIESTA	待本座先取些血食再来歇息...	512	饱度不足无法午睡
ANNOUNCE_NO_TRAP	哼！此等粗浅机关也配称陷阱？！	513	没有陷阱？？？没调用
ANNOUNCE_PECKED	孽畜！本座定要拔光你的毛！	514	被小高鸟啄
ANNOUNCE_QUAKE	地龙翻身？！待本座定住灵脉！	515	地震
ANNOUNCE_RESEARCH	本座还需参透这天地玄机...	516	没调用
ANNOUNCE_SHELTER	此树倒是块修炼的福地...	517	下雨天躲树下
ANNOUNCE_THORNS	哼！区区草木也敢伤本座？！	518	玫瑰、仙人掌、荆棘扎手
ANNOUNCE_BURNT	三昧真火竟能伤及本座？！	519	烧完了
ANNOUNCE_TORCH_OUT	哼！凡火终究难堪大用！	520	火把用完了
ANNOUNCE_THURIBLE_OUT	香火已尽...待本座再施秘法！	521	香炉燃尽
ANNOUNCE_FAN_OUT	区区法器也敢罢工？	522	小风车停了
ANNOUNCE_COMPASS_OUT	天机紊乱...罗盘失灵？！	523	指南针用完了
ANNOUNCE_TRAP_WENT_OFF	何方鼠辈敢暗算本座？！	524	触发陷阱（例如冬季陷阱）
ANNOUNCE_UNIMPLEMENTED	天机未显...时辰未到...	525	没调用
ANNOUNCE_WORMHOLE	让待本座探探这空间裂隙！	526	跳虫洞
ANNOUNCE_TOWNPORTALTELEPORT	此等传送阵法...似乎不太稳定...	527	豪华传送
ANNOUNCE_CANFIX	\n区区土木之术，本座信手拈来！	528	墙壁可以修理
ANNOUNCE_ACCOMPLISHMENT	哈哈哈哈！天也难挡本座大道！	529	没调用
ANNOUNCE_ACCOMPLISHMENT_DONE	可惜那群蝼蚁无缘得见本座神通...	530	没调用
ANNOUNCE_INSUFFICIENTFERTILIZER	哼！这贫瘠之地也配孕育灵植？！	531	土地肥力不足
ANNOUNCE_TOOL_SLIP	孽障！竟敢从本座手中逃脱？！	532	工具滑出
ANNOUNCE_LIGHTNING_DAMAGE_AVOIDED	区区天雷也敢劈本座？	533	规避闪电
ANNOUNCE_TOADESCAPING	蛤蟆精！哪里逃！	534	蟾蜍正在逃跑
ANNOUNCE_TOADESCAPED	可恶！竟让这孽畜跑了！	535	蟾蜍逃走了
ANNOUNCE_DAMP	哼！区区露水...	536	潮湿（1级）
ANNOUNCE_WET	本座法体岂容凡水沾染？！	537	潮湿（2级）
ANNOUNCE_WETTER	滔天洪水也难阻本座大道！	538	潮湿（3级）
ANNOUNCE_SOAKED	可恶...待本座运转周天烘干法衣！	539	潮湿（4级）
ANNOUNCE_WASHED_ASHORE	哼！龙宫一日游罢了...	540	暂无注释
ANNOUNCE_DESPAWN	元神出窍...去也！	541	下线
