path	original	line	comment
ACTIONFAIL.GIVE.PIGKINGGAME_MESSY	场地芜杂，非博弈之所。	138	猪王旁边有建筑，不能开始抢元宝
ACTIONFAIL.GIVE.PIGKINGGAME_DANGER	煞气隐现，不宜戏耍。	139	危险，不能开始抢元宝
ACTIONFAIL.GIVE.PIGKINGGAME_TOOLATE	时辰已过，明日请早。	140	不是白天，不能开始抢元宝
ACTIONFAIL.GIVE.CARNIVALGAME_INVALID_ITEM	俗物不堪入局。	141	暂无注释
ACTIONFAIL.GIVE.CARNIVALGAME_ALREADY_PLAYING	局未终了，静候即可。	142	暂无注释
ACTIONFAIL.GIVE.SPIDERNOHAT	此物灵性，与彼相冲。	143	暂无注释
ACTIONFAIL.GIVE.TERRARIUM_REFUSE	灵蕴不合，徒劳无功。	144	暂无注释
ACTIONFAIL.GIVE.TERRARIUM_COOLDOWN	宝光内敛，尚需温养。	145	暂无注释
ACTIONFAIL.GIVE.NOTAMONKEY	人妖殊途，心意难通。	146	暂无注释
ACTIONFAIL.GIVE.QUEENBUSY	女王有要务在身，稍后再献。	147	暂无注释
ACTIONFAIL.GIVETOPLAYER.FULL	道友的储物袋，似乎已无余地。	151	给玩家一个东西 -但是背包满了
ACTIONFAIL.GIVETOPLAYER.DEAD	神魂离体，授之无益。	152	给死亡的玩家一个东西
ACTIONFAIL.GIVETOPLAYER.SLEEPING	既是入定，不便叨扰。	153	给睡觉的玩家一个东西
ACTIONFAIL.GIVETOPLAYER.BUSY	道友正忙，稍后再议。	154	给忙碌的玩家一个东西
ACTIONFAIL.GIVEALLTOPLAYER.FULL	储物袋已满，这些材料暂且由我保管。	158	给人一组东西 但是背包满了
ACTIONFAIL.GIVEALLTOPLAYER.DEAD	身死道消，外物何用。	159	给于死去的玩家一组物品
ACTIONFAIL.GIVEALLTOPLAYER.SLEEPING	机缘未至，待你醒转再予不迟。	160	给于正在睡觉的玩家一组物品
ACTIONFAIL.GIVEALLTOPLAYER.BUSY	道友先处理要务，此物可暂存于我处。	161	给于正在忙碌的玩家一组物品
ACTIONFAIL.WRITE.GENERIC	凡纸俗墨，不堪承载道韵。	165	鞋子失败
ACTIONFAIL.WRITE.INUSE	笔墨有人正在使用，稍候片刻。	166	写字 正在使用中
ACTIONFAIL.DRAW.NOIMAGE	无图可临，如何下笔？	170	画图缺乏图像
ACTIONFAIL.CHANGEIN.GENERIC	此等俗物，不换也罢。	174	换装失败 
ACTIONFAIL.CHANGEIN.BURNING	火势未定，不宜更衣。	175	换装失败-着火了
ACTIONFAIL.CHANGEIN.INUSE	更衣之处有人，且待。	176	衣橱有人占用
ACTIONFAIL.CHANGEIN.NOTENOUGHHAIR	化形之基不足，难以维系。	177	暂无注释
ACTIONFAIL.CHANGEIN.NOOCCUPANT	阵中无灵，术法难施。	178	暂无注释
ACTIONFAIL.ATTUNE.NOHEALTH	气血有亏，强施此术恐伤及本源。	182	制造肉雕像血量不足
ACTIONFAIL.MOUNT.TARGETINCOMBAT	坐骑心性未平，暂不宜驾驭。	186	骑乘，牛正在战斗
ACTIONFAIL.MOUNT.INUSE	此兽已有主，不便强夺。	187	骑乘（牛被占据）
ACTIONFAIL.MOUNT.SLEEPING	灵兽蛰伏，且待其苏醒。	188	暂无注释
ACTIONFAIL.SADDLE.TARGETINCOMBAT	战意正酣，此时上鞍非明智之举。	192	给战斗状态的牛上鞍
ACTIONFAIL.TEACH.KNOWN	此卷功法，早已了然于胸。	196	学习已经知道的蓝图
ACTIONFAIL.TEACH.CANTLEARN	道法相悖，习之无益。	197	学习无法学习的蓝图
ACTIONFAIL.TEACH.WRONGWORLD	界域法则不同，此图在此界无效。	198	学习另外一个世界的地图
ACTIONFAIL.TEACH.MESSAGEBOTTLEMANAGER_NOT_FOUND	天机蒙昧，难窥其踪。	199	Likely trying to read messagebottle treasure map in caves  --暂无注释
ACTIONFAIL.TEACH.STASH_MAP_NOT_FOUND	图卷所指之地，似不存于此方世界。	200	Likely trying to read stash map  in world without stash                    --暂无注释
ACTIONFAIL.WRAPBUNDLE.EMPTY	空无一物，何以成包？	204	打包纸是空的
ACTIONFAIL.PICKUP.RESTRICTION	非吾道之器，不取。	208	熔炉模式下捡起错误的武器
ACTIONFAIL.PICKUP.INUSE	此物有主，不便强取。	209	捡起已经打开的容器
ACTIONFAIL.PICKUP.NOTMINE_SPIDER	非我驯化之灵宠，不可妄动。	210	暂无注释
ACTIONFAIL.PICKUP.NOTMINE_YOTC[0]	此兽野性未驯，强捉无益。	213	暂无注释
ACTIONFAIL.PICKUP.NOTMINE_YOTC[1]	待其心服，再召不迟。	214	暂无注释
ACTIONFAIL.PICKUP.NO_HEAVY_LIFTING	肉身之力，非我所长。	216	暂无注释
ACTIONFAIL.PICKUP.FULL_OF_CURSES	怨气缠身，沾染不祥。	217	暂无注释
ACTIONFAIL.SLAUGHTER.TOOFAR	距离过远，剑气难及。	221	屠杀？？ 因为太远而失败
ACTIONFAIL.REPLATE.MISMATCH	器皿与灵食属性不合，不宜盛装。	225	暴食-换盘子换错了 比如用碗换碟子
ACTIONFAIL.REPLATE.SAMEDISH	器皿已合，无需更换。	226	暴食-换盘子已经换了
ACTIONFAIL.SAIL.REPAIR	舟船之技，非我所精。	230	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING0	划桨之韵，稍有偏差。	234	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING1	力道未济，还需协调。	235	暂无注释
ACTIONFAIL.ROW_FAIL.BAD_TIMING2	潮汐不定，难以借力。	236	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[0]	风向有变，落帆不易。	240	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[1]	缆绳缠滞，稍安勿躁。	241	暂无注释
ACTIONFAIL.LOWER_SAIL_FAIL[2]	时机稍纵，下次再试。	242	暂无注释
ACTIONFAIL.BATHBOMB.GLASSED	水域已固，浴丹难融。	246	暂无注释
ACTIONFAIL.BATHBOMB.ALREADY_BOMBED	灵蕴已布，过犹不及。	247	暂无注释
ACTIONFAIL.GIVE_TACKLESKETCH.DUPLICATE	此钓具图谱，我已参详过了。	251	暂无注释
ACTIONFAIL.COMPARE_WEIGHABLE.FISH_TOO_SMALL	此鱼尚未通灵，不入品阶。	255	暂无注释
ACTIONFAIL.COMPARE_WEIGHABLE.OVERSIZEDVEGGIES_TOO_SMALL	药龄尚浅，不堪入药。	256	暂无注释
ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.GENERIC	此草木特性，已记录在案。	274	暂无注释
ACTIONFAIL.PLANTREGISTRY_RESEARCH_FAIL.FERTILIZER	此等浊物，无益于灵植辨析。	275	暂无注释
ACTIONFAIL.FILL_OCEAN.UNSUITABLE_FOR_PLANTS	此地水脉，与此灵植属性相冲。	279	暂无注释
ACTIONFAIL.POUR_WATER.OUT_OF_WATER	壶中已空，待我取些灵泉来。	283	暂无注释
ACTIONFAIL.POUR_WATER_GROUNDTILE.OUT_OF_WATER	甘露已尽，需再汲取。	287	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_INVALID_TARGET	此非可驯化之灵兽，铃对其无效。	291	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_ALREADY_USED	此铃已与它兽结下灵契。	292	暂无注释
ACTIONFAIL.USEITEMON.BEEF_BELL_HAS_BEEF_ALREADY	一铃一契，方是正理。	293	暂无注释
ACTIONFAIL.HITCHUP.NEEDBEEF	需有灵兽在侧，方可系挂。	297	暂无注释
ACTIONFAIL.HITCHUP.NEEDBEEF_CLOSER	距离过远，灵契感应不及。	298	暂无注释
ACTIONFAIL.HITCHUP.BEEF_HITCHED	灵契已成，暂且安分。	299	暂无注释
ACTIONFAIL.HITCHUP.INMOOD	此兽心绪不宁，暂且难以约束。	300	暂无注释
ACTIONFAIL.MARK.ALREADY_MARKED	此物已有印记，无需重复。	304	暂无注释
ACTIONFAIL.MARK.NOT_PARTICIPANT	非与会之人，不可标记。	305	暂无注释
ACTIONFAIL.YOTB_STARTCONTEST.DOESNTWORK	此地法则有异，赛事难启。	309	暂无注释
ACTIONFAIL.YOTB_STARTCONTEST.ALREADYACTIVE	赛事正酣，静待下一轮即可。	310	暂无注释
ACTIONFAIL.YOTB_UNLOCKSKIN.ALREADYKNOWN	此等变化之术，早已掌握。	314	暂无注释
ACTIONFAIL.CARNIVALGAME_FEED.TOO_LATE	时机已过，强求无益。	318	暂无注释
ACTIONFAIL.HERD_FOLLOWERS.WEBBERONLY	此族裔，只认其同源之主。	322	暂无注释
ACTIONFAIL.HARVEST.DOER_ISNT_MODULE_OWNER	此物已有灵主，强取恐遭反噬。	371	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_INGREDIENTS	材料不全，巧妇难为无米之炊。	384	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_TECH	此物炼制之法，尚未参透。	385	暂无注释
ANNOUNCE_CANNOT_BUILD.NO_STATION	需有相应器鼎，方可炼制。	386	暂无注释
ACTIONFAIL_GENERIC	此事，暂不可为。	388	动作失败
ANNOUNCE_BOAT_LEAK	船体有损，灵光外泄。	389	暂无注释
ANNOUNCE_BOAT_SINK	舟将倾覆，需早作打算。	390	暂无注释
ANNOUNCE_DIG_DISEASE_WARNING	此灵植病气侵体，已损根基。	391	removed  --挖起生病的植物
ANNOUNCE_PICK_DISEASE_WARNING	此物气息晦暗，似染污秽。	392	removed  --（植物生病）
ANNOUNCE_ADVENTUREFAIL	天时不利，暂且退避。	393	没调用（废案）
ANNOUNCE_MOUNT_LOWHEALTH	坐骑伤重，不宜再战。	394	牛血量过低
ANNOUNCE_BEES	蜂毒虽微，扰人清修。	413	戴养蜂帽被蜜蜂蛰
ANNOUNCE_BOOMERANG	暗器回旋，雕虫小技。	414	回旋镖
ANNOUNCE_CHARLIE	有杀气潜伏，匿于暗处。	415	查理即将攻击
ANNOUNCE_CHARLIE_ATTACK	宵小之辈，只敢行偷袭之举。	416	被查理攻击
ANNOUNCE_COLD	玄阴之气，竟能透我护体罡风。	418	过冷
ANNOUNCE_HOT	此地炎阳之力，非同寻常。	419	过热
ANNOUNCE_CRAFTING_FAIL	灵材不足，法诀难成。	420	没调用
ANNOUNCE_DEERCLOPS	好强的妖气！来者绝非善类。	421	boss来袭
ANNOUNCE_CAVEIN	洞窟不稳，恐有坍塌之危。	422	要地震了？？？
ANNOUNCE_ANTLION_SINKHOLE[0]	地动山摇，是那沙中妖物作怪。	425	蚁狮造成地陷。迅速锁定源头。
ANNOUNCE_ANTLION_SINKHOLE[1]	地脉被扰，需小心应对。	426	地陷持续。保持谨慎。
ANNOUNCE_ANTLION_SINKHOLE[2]	待平息此事，再寻它算账。	427	地陷中。计划后续行动。
ANNOUNCE_ANTLION_TRIBUTE[0]	暂且予它些好处，免生事端。	431	向蚁狮进贡。基于利弊的权宜之计。
ANNOUNCE_ANTLION_TRIBUTE[1]	小恩小惠，只为稳住此獠。	432	进贡时。说明策略意图。
ANNOUNCE_ANTLION_TRIBUTE[2]	哼，权当喂食看门犬了。	433	进贡时。带有一丝轻蔑的务实。
ANNOUNCE_SACREDCHEST_YES	机缘已至，秘法自现。	435	远古宝箱物品正确给出蓝图
ANNOUNCE_SACREDCHEST_NO	供奉不合，机缘未到。	436	远古宝箱
ANNOUNCE_DUSK	金乌西坠，正是吐纳调息之时。	437	进入黄昏
ANNOUNCE_EAT.GENERIC	可充饥肠，聊胜于无。	442	吃东西
ANNOUNCE_EAT.PAINFUL	此物浊气太重，不宜多食。	443	吃怪物肉
ANNOUNCE_EAT.SPOILED	腐坏之物，恐伤道基。	444	吃腐烂食物
ANNOUNCE_EAT.STALE	灵气已失，味同嚼蜡。	445	吃黄色食物
ANNOUNCE_EAT.INVALID	此非可食之物。	446	拒吃
ANNOUNCE_EAT.YUCKY	滋味怪异，难以入口。	447	吃红色食物
ANNOUNCE_ENCUMBERED[0]	哼...此物...颇有...分量...	462	负重。承认重量，但保持定力。
ANNOUNCE_ENCUMBERED[1]	待我...调息...片刻...	463	负重。计划短暂调整。
ANNOUNCE_ENCUMBERED[2]	区区...重负...何足...挂齿...	464	负重。轻蔑中带着坚韧。
ANNOUNCE_ENCUMBERED[3]	纵是...山岳...亦能...扛鼎...	465	负重。展现力量与决心。
ANNOUNCE_ENCUMBERED[4]	莫非...此石...内蕴...玄机...	466	负重。思考物品的特殊性。
ANNOUNCE_ENCUMBERED[5]	千年...道行...岂惧...物重...	467	负重。以修为自励。
ANNOUNCE_ENCUMBERED[6]	呔...！	468	负重。发力时的吐气开声。
ANNOUNCE_ENCUMBERED[7]	气贯...周身...	469	负重。运用内力法门。
ANNOUNCE_ENCUMBERED[8]	真元...运转...	470	负重。调动法力支撑。
ANNOUNCE_ATRIUM_DESTABILIZING[0]	地动山摇，此地不宜久留。	474	中庭击杀boss后即将刷新
ANNOUNCE_ATRIUM_DESTABILIZING[1]	异象频生，恐有变故。 	475	中庭震动
ANNOUNCE_ATRIUM_DESTABILIZING[2]	空间不稳，需速离此地。	476	中庭击杀boss后即将刷新
ANNOUNCE_RUINS_RESET	地宫禁制重启，那些傀儡又复苏了。	478	地下重置。冷静观察现象。
ANNOUNCE_SNARED	骨牢之术？雕虫小技。	479	被骨笼困住。轻蔑评价。
ANNOUNCE_SNARED_IVY	草木成精，也学人困敌？	480	被藤蔓困住。点明本质。
ANNOUNCE_REPELLED	护体灵光？尚欠火候。	481	被远古守护者力场弹开。评价其防御强度。
ANNOUNCE_ENTER_DARK	至阴之地，正合我功体。	482	进入黑暗。视为有利环境。
ANNOUNCE_ENTER_LIGHT	昼光刺目，扰人清静。	483	进入光源。轻微不适，视为干扰。
ANNOUNCE_FREEDOM	天高海阔，任我遨游。	484	获得自由（废案）。平静陈述。
ANNOUNCE_HIGHRESEARCH	大道玄妙，又窥得一丝真谛。	485	高研究值（废案）。淡然感悟。
ANNOUNCE_HOUNDS	有妖气逼近，是巡山犬类。	486	猎犬将至。感知并判断来敌。
ANNOUNCE_WORMS	地脉震动，有巨虫潜行。	487	蠕虫袭击。感知地下威胁。
ANNOUNCE_HUNGRY	腹中灵气渐消，需进补了。	488	饥饿。从修炼角度描述。
ANNOUNCE_HUNT_BEAST_NEARBY	附近有强大气血波动，是头不错的猎物。	489	即将找到野兽。感知目标价值。
ANNOUNCE_HUNT_LOST_TRAIL	踪迹至此断绝，此兽颇通隐匿。	490	猎物踪迹丢失。客观分析。
ANNOUNCE_HUNT_LOST_TRAIL_SPRING	雨水冲刷，痕迹难寻。	491	雨天踪迹丢失。归因于环境。
ANNOUNCE_HUNT_START_FORK	此地气息混杂，需仔细分辨。	492	狩猎开始有分岔。谨慎分析。
ANNOUNCE_HUNT_SUCCESSFUL_FORK	果然在此，休想逃脱。	493	狩猎成功找到正确路径。冷静确认。
ANNOUNCE_HUNT_WRONG_FORK	气息有异，莫非是调虎离山？	494	选错狩猎路径。警觉可能中计。
ANNOUNCE_HUNT_AVOID_FORK	气息消散，暂且作罢。	495	放弃狩猎。果断止损。
ANNOUNCE_INV_FULL	储物袋已满，需整理一番。	496	背包已满。平静处理。
ANNOUNCE_KNOCKEDOUT	神魂...遭外力所制...	497	被催眠。冷静描述自身状态。
ANNOUNCE_LOWRESEARCH	道法粗浅，无甚可悟。	498	低研究值（废案）。淡然评价。
ANNOUNCE_MOSQUITOS	血蚊扰人，不堪其烦。	499	被蚊子叮咬。轻微烦躁。
ANNOUNCE_NOWARDROBEONFIRE	衣橱起火，需先灭火。	500	橱柜着火。直接指出问题。
ANNOUNCE_NODANGERGIFT	险境未除，不宜分心他顾。	501	危险时开礼物。谨慎判断。
ANNOUNCE_NOMOUNTEDGIFT	骑乘之时，不便开启。	502	骑牛时开礼物。说明客观限制。
ANNOUNCE_NODANGERSLEEP	周遭气机凶险，不可入定。	503	危险时睡觉。感知危险，放弃行动。
ANNOUNCE_NODAYSLEEP	白日阳气正盛，非休眠之时。	504	白天睡觉。从修炼角度解释不合时宜。
ANNOUNCE_NODAYSLEEP_CAVE	地穴无昼夜之分，然心绪不宁，难以安眠。	505	洞穴白天睡觉。结合环境与心境说明。
ANNOUNCE_NOHUNGERSLEEP	饥肠辘辘，难以入静。	506	饥饿时睡觉。陈述生理影响。
ANNOUNCE_NOSLEEPONFIRE	卧榻之侧岂容火患？	507	营帐着火。引用典故，指出荒谬。
ANNOUNCE_NODANGERSIESTA	杀气萦绕，岂能安憩？	509	危险时午睡。感知环境，理性放弃。
ANNOUNCE_NONIGHTSIESTA	夜间乃修炼佳时，岂可虚度于小憩。	510	夜晚午睡。阐明时间更宜修炼。
ANNOUNCE_NONIGHTSIESTA_CAVE	地穴阴气侵体，小憩反损精神。	511	洞穴夜晚午睡。指出环境危害。
ANNOUNCE_NOHUNGERSIESTA	腹中空空，难以调息。	512	饥饿时午睡。说明生理影响。
ANNOUNCE_NO_TRAP	虚惊一场，并无陷阱。	513	无陷阱（废案）。平静确认。
ANNOUNCE_PECKED	扁毛畜生，安敢欺近！	514	被鸟啄。带有一丝恼怒的呵斥。
ANNOUNCE_QUAKE	地动山摇，需稳守心神。	515	地震。提醒自己保持镇定。
ANNOUNCE_RESEARCH	大道至理，需潜心参悟。	516	研究（废案）。表明态度。
ANNOUNCE_SHELTER	此树可暂避风雨。	517	树下避雨。客观评价其用途。
ANNOUNCE_THORNS	草木带刺，需小心些。	518	被植物刺伤。冷静提醒。
ANNOUNCE_BURNT	真火无情，竟焚毁至此。	519	物品烧完。冷静陈述结果。
ANNOUNCE_TORCH_OUT	火把燃尽，需换新枝。	520	火把熄灭。平静处理。
ANNOUNCE_THURIBLE_OUT	香炉已冷，待我再续灵香。	521	香炉燃尽。准备补充。
ANNOUNCE_FAN_OUT	扇中风灵之力已竭。	522	风扇停止。描述现象。
ANNOUNCE_COMPASS_OUT	罗盘灵光散尽，需重新祭炼。	523	指南针失效。指出需修复。
ANNOUNCE_TRAP_WENT_OFF	触动了机关，需多加小心。	524	触发陷阱。警惕而非愤怒。
ANNOUNCE_UNIMPLEMENTED	时机未至，强求无益。	525	功能未实装（废案）。淡然处之。
ANNOUNCE_WORMHOLE	空间裂隙，且探上一探。	526	跳虫洞。谨慎尝试。
ANNOUNCE_TOWNPORTALTELEPORT	传送阵波动不稳，尚可一用。	527	使用传送核心。评价其性能。
ANNOUNCE_CANFIX	\n此等破损，举手之劳。	528	可修复墙壁。轻描淡写。
ANNOUNCE_ACCOMPLISHMENT	大道之上，又进一步。	529	完成成就（废案）。淡然感悟。
ANNOUNCE_ACCOMPLISHMENT_DONE	神通初成，心有所得。	530	成就完成（废案）。内心满足。
ANNOUNCE_INSUFFICIENTFERTILIZER	地力贫瘠，需以灵肥滋养。	531	肥力不足。指出问题与方案。
ANNOUNCE_TOOL_SLIP	手滑了，此物竟脱手而出。	532	工具滑落。承认意外。
ANNOUNCE_LIGHTNING_DAMAGE_AVOIDED	雷光掠身而过，幸未击中。	533	规避闪电。描述惊险一刻。
ANNOUNCE_TOADESCAPING	那蟾蜍要遁走！	534	蟾蜍逃跑。紧急预警。
ANNOUNCE_TOADESCAPED	可惜，让那妖物逃了。	535	蟾蜍逃走。略带遗憾。
ANNOUNCE_DAMP	晨露沾衣，微感湿意。	536	轻微潮湿。轻微不适。
ANNOUNCE_WET	衣衫尽湿，有碍观瞻。	537	潮湿。表达不满。
ANNOUNCE_WETTER	浑身湿透，需运功驱寒。	538	很潮湿。考虑应对措施。
ANNOUNCE_SOAKED	如坠冰窟，速速烘干法体！	539	湿透。急需处理。
ANNOUNCE_WASHED_ASHORE	随波逐流，竟至此地。	540	被冲上岸。平静接受现状。
ANNOUNCE_DESPAWN	神游太虚，去矣。	541	下线/消失。富有仙气的说法。
ANNOUNCE_BECOMEGHOST	肉身已殒，暂以魂体存世。	542	变成鬼魂。冷静描述状态变化。
ANNOUNCE_GHOSTDRAIN	魂体受阴风侵蚀，灵光黯淡。	543	鬼魂掉san。描述魂体受损。
ANNOUNCE_PETRIFED_TREES	林木石化，此地曾有异变。	544	石化树。观察环境异象。
ANNOUNCE_KLAUS_ENRAGE	此獠狂性大发，正可试我锋芒。	545	克劳斯暴怒。视为挑战机会。
ANNOUNCE_KLAUS_UNCHAINED	封印已解，其本体方现。	546	克劳斯解锁。冷静观察阶段变化。
ANNOUNCE_KLAUS_CALLFORHELP	呼朋引伴，不过是徒增伤亡。	547	克劳斯召唤帮手。蔑视其策略。
ANNOUNCE_MOONALTAR_MINE.GLASS_MED	月华凝晶，光华内蕴。	550	开采玻璃中等进度。观察描述。
ANNOUNCE_MOONALTAR_MINE.GLASS_LOW	晶石将出，再加把力。	551	开采玻璃低进度。鼓励性自语。
ANNOUNCE_MOONALTAR_MINE.GLASS_REVEAL	月华之精，果然不凡。	552	玻璃开采完成。平静赞赏。
ANNOUNCE_MOONALTAR_MINE.IDOL_MED	古物斑驳，气韵犹存。	553	开采雕像中等进度。感知其历史。
